continent,location,date,total_cases,new_cases,total_deaths,new_deaths,population
Asia,Malaysia,2020-09-28,10919.0,150.0,134.0,1.0,32365998.0
Asia,Malaysia,2020-09-29,11034.0,115.0,134.0,0.0,32365998.0
Asia,Malaysia,2020-09-30,11135.0,101.0,134.0,0.0,32365998.0
Asia,Malaysia,2020-10-01,11135.0,0.0,134.0,0.0,32365998.0
Asia,Malaysia,2020-10-02,11484.0,349.0,136.0,2.0,32365998.0
Asia,Malaysia,2020-10-03,11771.0,287.0,136.0,0.0,32365998.0
Asia,Malaysia,2020-10-04,12088.0,317.0,137.0,1.0,32365998.0
Asia,Malaysia,2020-10-05,12381.0,293.0,137.0,0.0,32365998.0
Asia,Malaysia,2020-10-06,12813.0,432.0,137.0,0.0,32365998.0
Asia,Malaysia,2020-10-07,13504.0,691.0,141.0,4.0,32365998.0
Asia,Maldives,2020-06-01,1773.0,101.0,5.0,0.0,540542.0
Asia,Maldives,2020-06-02,1829.0,56.0,6.0,1.0,540542.0
Asia,Maldives,2020-06-03,1841.0,12.0,7.0,1.0,540542.0
Asia,Maldives,2020-06-04,1850.0,9.0,7.0,0.0,540542.0
Asia,Maldives,2020-06-05,1872.0,22.0,7.0,0.0,540542.0
Asia,Maldives,2020-06-06,1883.0,11.0,7.0,0.0,540542.0
Asia,Maldives,2020-06-07,1901.0,18.0,7.0,0.0,540542.0
Asia,Maldives,2020-06-08,1903.0,2.0,8.0,1.0,540542.0
Asia,Maldives,2020-06-09,1916.0,13.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-10,1942.0,26.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-11,1962.0,20.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-12,1976.0,14.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-13,2003.0,27.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-14,2013.0,10.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-15,2035.0,22.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-16,2065.0,30.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-17,2094.0,29.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-18,2120.0,26.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-19,2137.0,17.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-20,2150.0,13.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-21,2187.0,37.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-22,2203.0,16.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-23,2217.0,14.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-24,2238.0,21.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-25,2261.0,23.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-26,2277.0,16.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-27,2283.0,6.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-28,2305.0,22.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-29,2323.0,18.0,8.0,0.0,540542.0
Asia,Maldives,2020-06-30,2336.0,13.0,8.0,0.0,540542.0
Asia,Maldives,2020-07-01,2361.0,25.0,9.0,1.0,540542.0
Asia,Maldives,2020-07-02,2382.0,21.0,9.0,0.0,540542.0
Asia,Maldives,2020-07-03,2400.0,18.0,10.0,1.0,540542.0
Asia,Maldives,2020-07-04,2410.0,10.0,10.0,0.0,540542.0
Asia,Maldives,2020-07-05,2435.0,25.0,10.0,0.0,540542.0
Asia,Maldives,2020-07-06,2468.0,33.0,11.0,1.0,540542.0
Asia,Maldives,2020-07-07,2491.0,23.0,12.0,1.0,540542.0
Asia,Maldives,2020-07-08,2501.0,10.0,12.0,0.0,540542.0
Asia,Maldives,2020-07-09,2517.0,16.0,13.0,1.0,540542.0
Asia,Maldives,2020-07-10,2553.0,36.0,13.0,0.0,540542.0
Asia,Maldives,2020-07-11,2617.0,64.0,13.0,0.0,540542.0
Asia,Maldives,2020-07-12,2664.0,47.0,13.0,0.0,540542.0
Asia,Maldives,2020-07-13,2731.0,67.0,13.0,0.0,540542.0
Asia,Maldives,2020-07-14,2762.0,31.0,13.0,0.0,540542.0
Asia,Maldives,2020-07-15,2801.0,39.0,14.0,1.0,540542.0
Asia,Maldives,2020-07-16,2831.0,30.0,14.0,0.0,540542.0
Asia,Maldives,2020-07-17,2899.0,68.0,15.0,1.0,540542.0
Asia,Maldives,2020-07-18,2913.0,14.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-19,2930.0,17.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-20,2966.0,36.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-21,2966.0,0.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-22,3044.0,78.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-23,3103.0,59.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-24,3103.0,0.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-25,3120.0,17.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-26,3252.0,132.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-27,3302.0,50.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-28,3369.0,67.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-29,3506.0,137.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-30,3567.0,61.0,15.0,0.0,540542.0
Asia,Maldives,2020-07-31,3719.0,152.0,16.0,1.0,540542.0
Asia,Maldives,2020-08-01,3793.0,74.0,16.0,0.0,540542.0
Asia,Maldives,2020-08-02,3949.0,156.0,17.0,1.0,540542.0
Asia,Maldives,2020-08-03,4164.0,215.0,17.0,0.0,540542.0
Asia,Maldives,2020-08-04,4293.0,129.0,18.0,1.0,540542.0
Asia,Maldives,2020-08-05,4446.0,153.0,19.0,1.0,540542.0
Asia,Maldives,2020-08-06,4594.0,148.0,19.0,0.0,540542.0
Asia,Maldives,2020-08-07,4680.0,86.0,19.0,0.0,540542.0
Asia,Maldives,2020-08-08,4769.0,89.0,19.0,0.0,540542.0
Asia,Maldives,2020-08-09,4898.0,129.0,19.0,0.0,540542.0
Asia,Maldives,2020-08-10,5041.0,143.0,19.0,0.0,540542.0
Asia,Maldives,2020-08-11,5157.0,116.0,19.0,0.0,540542.0
Asia,Maldives,2020-08-12,5223.0,66.0,20.0,1.0,540542.0
Asia,Maldives,2020-08-13,5366.0,143.0,21.0,1.0,540542.0
Asia,Maldives,2020-08-14,5494.0,128.0,21.0,0.0,540542.0
Asia,Maldives,2020-08-15,5572.0,78.0,22.0,1.0,540542.0
Asia,Maldives,2020-08-16,5679.0,107.0,22.0,0.0,540542.0
Asia,Maldives,2020-08-17,5785.0,106.0,22.0,0.0,540542.0
Asia,Maldives,2020-08-18,5909.0,124.0,23.0,1.0,540542.0
Asia,Maldives,2020-08-19,6079.0,170.0,24.0,1.0,540542.0
Asia,Maldives,2020-08-20,6225.0,146.0,24.0,0.0,540542.0
Asia,Maldives,2020-08-21,6370.0,145.0,24.0,0.0,540542.0
Asia,Maldives,2020-08-22,6564.0,194.0,25.0,1.0,540542.0
Asia,Maldives,2020-08-23,6660.0,96.0,26.0,1.0,540542.0
Asia,Maldives,2020-08-24,6779.0,119.0,26.0,0.0,540542.0
Asia,Maldives,2020-08-25,6912.0,133.0,27.0,1.0,540542.0
Asia,Maldives,2020-08-26,7047.0,135.0,28.0,1.0,540542.0
Asia,Maldives,2020-08-27,7225.0,178.0,28.0,0.0,540542.0
Asia,Maldives,2020-08-28,7329.0,104.0,28.0,0.0,540542.0
Asia,Maldives,2020-08-29,7469.0,140.0,28.0,0.0,540542.0
Asia,Maldives,2020-08-30,7578.0,109.0,28.0,0.0,540542.0
Asia,Maldives,2020-08-31,7667.0,89.0,28.0,0.0,540542.0
Asia,Maldives,2020-09-01,7808.0,141.0,28.0,0.0,540542.0
Asia,Maldives,2020-09-02,8003.0,195.0,29.0,1.0,540542.0
Asia,Maldives,2020-09-03,8140.0,137.0,29.0,0.0,540542.0
Asia,Maldives,2020-09-04,8281.0,141.0,29.0,0.0,540542.0
Asia,Maldives,2020-09-05,8361.0,80.0,29.0,0.0,540542.0
Asia,Maldives,2020-09-06,8486.0,125.0,29.0,0.0,540542.0
Asia,Maldives,2020-09-07,8584.0,98.0,29.0,0.0,540542.0
Asia,Maldives,2020-09-08,8667.0,83.0,29.0,0.0,540542.0
Asia,Maldives,2020-09-09,8741.0,74.0,29.0,0.0,540542.0
Asia,Maldives,2020-09-10,8834.0,93.0,31.0,2.0,540542.0
Asia,Maldives,2020-09-11,8900.0,66.0,31.0,0.0,540542.0
Asia,Maldives,2020-09-12,8990.0,90.0,31.0,0.0,540542.0
Asia,Maldives,2020-09-13,9052.0,62.0,31.0,0.0,540542.0
Asia,Maldives,2020-09-14,9173.0,121.0,32.0,1.0,540542.0
Asia,Maldives,2020-09-15,9243.0,70.0,33.0,1.0,540542.0
Asia,Maldives,2020-09-16,9328.0,85.0,33.0,0.0,540542.0
Asia,Maldives,2020-09-17,9427.0,99.0,33.0,0.0,540542.0
Asia,Maldives,2020-09-18,9494.0,67.0,33.0,0.0,540542.0
Asia,Maldives,2020-09-19,9568.0,74.0,33.0,0.0,540542.0
Asia,Maldives,2020-09-20,9649.0,81.0,33.0,0.0,540542.0
Asia,Maldives,2020-09-21,9724.0,75.0,33.0,0.0,540542.0
Asia,Maldives,2020-09-22,9770.0,46.0,34.0,1.0,540542.0
Asia,Maldives,2020-09-23,9818.0,48.0,34.0,0.0,540542.0
Asia,Maldives,2020-09-24,9885.0,67.0,34.0,0.0,540542.0
Asia,Maldives,2020-09-25,9939.0,54.0,34.0,0.0,540542.0
Asia,Maldives,2020-09-26,10014.0,75.0,34.0,0.0,540542.0
Asia,Maldives,2020-09-27,10045.0,31.0,34.0,0.0,540542.0
Asia,Maldives,2020-09-28,10098.0,53.0,34.0,0.0,540542.0
Asia,Maldives,2020-09-29,10157.0,59.0,34.0,0.0,540542.0
Asia,Maldives,2020-09-30,10194.0,37.0,34.0,0.0,540542.0
Asia,Maldives,2020-10-01,10291.0,97.0,34.0,0.0,540542.0
Asia,Maldives,2020-10-02,10354.0,63.0,34.0,0.0,540542.0
Asia,Maldives,2020-10-03,10398.0,44.0,34.0,0.0,540542.0
Asia,Maldives,2020-10-04,10465.0,67.0,34.0,0.0,540542.0
Asia,Maldives,2020-10-05,10530.0,65.0,34.0,0.0,540542.0
Asia,Maldives,2020-10-06,10567.0,37.0,34.0,0.0,540542.0
Asia,Maldives,2020-10-07,10621.0,54.0,34.0,0.0,540542.0
Africa,Mali,2020-06-01,1265.0,15.0,77.0,1.0,20250834.0
Africa,Mali,2020-06-02,1315.0,50.0,78.0,1.0,20250834.0
Africa,Mali,2020-06-03,1351.0,36.0,78.0,0.0,20250834.0
Africa,Mali,2020-06-04,1351.0,0.0,78.0,0.0,20250834.0
Africa,Mali,2020-06-05,1461.0,110.0,85.0,7.0,20250834.0
Africa,Mali,2020-06-06,1485.0,24.0,87.0,2.0,20250834.0
Africa,Mali,2020-06-07,1523.0,38.0,90.0,3.0,20250834.0
Africa,Mali,2020-06-08,1533.0,10.0,92.0,2.0,20250834.0
Africa,Mali,2020-06-09,1547.0,14.0,92.0,0.0,20250834.0
Africa,Mali,2020-06-10,1586.0,39.0,94.0,2.0,20250834.0
Africa,Mali,2020-06-11,1667.0,81.0,96.0,2.0,20250834.0
Africa,Mali,2020-06-12,1722.0,55.0,97.0,1.0,20250834.0
Africa,Mali,2020-06-13,1752.0,30.0,101.0,4.0,20250834.0
Africa,Mali,2020-06-14,1776.0,24.0,104.0,3.0,20250834.0
Africa,Mali,2020-06-15,1809.0,33.0,104.0,0.0,20250834.0
Africa,Mali,2020-06-16,1860.0,51.0,104.0,0.0,20250834.0
Africa,Mali,2020-06-17,1885.0,25.0,106.0,2.0,20250834.0
Africa,Mali,2020-06-18,1890.0,5.0,107.0,1.0,20250834.0
Africa,Mali,2020-06-19,1906.0,16.0,107.0,0.0,20250834.0
Africa,Mali,2020-06-20,1923.0,17.0,108.0,1.0,20250834.0
Africa,Mali,2020-06-21,1933.0,10.0,109.0,1.0,20250834.0
Africa,Mali,2020-06-22,1961.0,28.0,111.0,2.0,20250834.0
Africa,Mali,2020-06-23,1961.0,0.0,111.0,0.0,20250834.0
Africa,Mali,2020-06-24,1978.0,17.0,111.0,0.0,20250834.0
Africa,Mali,2020-06-25,2001.0,23.0,112.0,1.0,20250834.0
Africa,Mali,2020-06-26,2007.0,6.0,113.0,1.0,20250834.0
Africa,Mali,2020-06-27,2039.0,32.0,113.0,0.0,20250834.0
Africa,Mali,2020-06-28,2118.0,79.0,113.0,0.0,20250834.0
Africa,Mali,2020-06-29,2147.0,29.0,114.0,1.0,20250834.0
Africa,Mali,2020-06-30,2173.0,26.0,115.0,1.0,20250834.0
Africa,Mali,2020-07-01,2181.0,8.0,116.0,1.0,20250834.0
Africa,Mali,2020-07-02,2202.0,21.0,116.0,0.0,20250834.0
Africa,Mali,2020-07-03,2260.0,58.0,117.0,1.0,20250834.0
Africa,Mali,2020-07-04,2285.0,25.0,117.0,0.0,20250834.0
Africa,Mali,2020-07-05,2303.0,18.0,118.0,1.0,20250834.0
Africa,Mali,2020-07-06,2330.0,27.0,119.0,1.0,20250834.0
Africa,Mali,2020-07-07,2331.0,1.0,119.0,0.0,20250834.0
Africa,Mali,2020-07-08,2348.0,17.0,119.0,0.0,20250834.0
Africa,Mali,2020-07-09,2358.0,10.0,120.0,1.0,20250834.0
Africa,Mali,2020-07-10,2358.0,0.0,120.0,0.0,20250834.0
Africa,Mali,2020-07-11,2404.0,46.0,121.0,1.0,20250834.0
Africa,Mali,2020-07-12,2406.0,2.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-13,2411.0,5.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-14,2412.0,1.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-15,2423.0,11.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-16,2433.0,10.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-17,2440.0,7.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-18,2467.0,27.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-19,2472.0,5.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-20,2475.0,3.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-21,2475.0,0.0,121.0,0.0,20250834.0
Africa,Mali,2020-07-22,2477.0,2.0,122.0,1.0,20250834.0
Africa,Mali,2020-07-23,2494.0,17.0,123.0,1.0,20250834.0
Africa,Mali,2020-07-24,2494.0,0.0,123.0,0.0,20250834.0
Africa,Mali,2020-07-25,2503.0,9.0,123.0,0.0,20250834.0
Africa,Mali,2020-07-26,2503.0,0.0,123.0,0.0,20250834.0
Africa,Mali,2020-07-27,2510.0,7.0,123.0,0.0,20250834.0
Africa,Mali,2020-07-28,2513.0,3.0,124.0,1.0,20250834.0
Africa,Mali,2020-07-29,2520.0,7.0,124.0,0.0,20250834.0
Africa,Mali,2020-07-30,2521.0,1.0,124.0,0.0,20250834.0
Africa,Mali,2020-07-31,2522.0,1.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-01,2535.0,13.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-02,2535.0,0.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-03,2541.0,6.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-04,2543.0,2.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-05,2543.0,0.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-06,2546.0,3.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-07,2552.0,6.0,124.0,0.0,20250834.0
Africa,Mali,2020-08-08,2561.0,9.0,125.0,1.0,20250834.0
Africa,Mali,2020-08-09,2565.0,4.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-10,2567.0,2.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-11,2573.0,6.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-12,2577.0,4.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-13,2582.0,5.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-14,2597.0,15.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-15,2597.0,0.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-16,2614.0,17.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-17,2614.0,0.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-18,2640.0,26.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-19,2666.0,26.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-20,2667.0,1.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-21,2667.0,0.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-22,2688.0,21.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-23,2699.0,11.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-24,2705.0,6.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-25,2708.0,3.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-26,2713.0,5.0,125.0,0.0,20250834.0
Africa,Mali,2020-08-27,2717.0,4.0,126.0,1.0,20250834.0
Africa,Mali,2020-08-28,2730.0,13.0,126.0,0.0,20250834.0
Africa,Mali,2020-08-29,2736.0,6.0,126.0,0.0,20250834.0
Africa,Mali,2020-08-30,2757.0,21.0,126.0,0.0,20250834.0
Africa,Mali,2020-08-31,2773.0,16.0,126.0,0.0,20250834.0
Africa,Mali,2020-09-01,2776.0,3.0,126.0,0.0,20250834.0
Africa,Mali,2020-09-02,2777.0,1.0,126.0,0.0,20250834.0
Africa,Mali,2020-09-03,2802.0,25.0,126.0,0.0,20250834.0
Africa,Mali,2020-09-04,2807.0,5.0,126.0,0.0,20250834.0
Africa,Mali,2020-09-05,2814.0,7.0,126.0,0.0,20250834.0
Africa,Mali,2020-09-06,2833.0,19.0,126.0,0.0,20250834.0
Africa,Mali,2020-09-07,2842.0,9.0,127.0,1.0,20250834.0
Africa,Mali,2020-09-08,2870.0,28.0,127.0,0.0,20250834.0
Africa,Mali,2020-09-09,2882.0,12.0,127.0,0.0,20250834.0
Africa,Mali,2020-09-10,2898.0,16.0,128.0,1.0,20250834.0
Africa,Mali,2020-09-11,2909.0,11.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-12,2912.0,3.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-13,2916.0,4.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-14,2924.0,8.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-15,2935.0,11.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-16,2940.0,5.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-17,2966.0,26.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-18,2966.0,0.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-19,2991.0,25.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-20,3006.0,15.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-21,3013.0,7.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-22,3024.0,11.0,128.0,0.0,20250834.0
Africa,Mali,2020-09-23,3030.0,6.0,129.0,1.0,20250834.0
Africa,Mali,2020-09-24,3034.0,4.0,130.0,1.0,20250834.0
Africa,Mali,2020-09-25,3041.0,7.0,130.0,0.0,20250834.0
Africa,Mali,2020-09-26,3064.0,23.0,130.0,0.0,20250834.0
Africa,Mali,2020-09-27,3080.0,16.0,130.0,0.0,20250834.0
Africa,Mali,2020-09-28,3086.0,6.0,130.0,0.0,20250834.0
Africa,Mali,2020-09-29,3090.0,4.0,130.0,0.0,20250834.0
Africa,Mali,2020-09-30,3090.0,0.0,130.0,0.0,20250834.0
Africa,Mali,2020-10-01,3118.0,28.0,131.0,1.0,20250834.0
Africa,Mali,2020-10-02,3131.0,13.0,131.0,0.0,20250834.0
Africa,Mali,2020-10-03,3156.0,25.0,131.0,0.0,20250834.0
Africa,Mali,2020-10-04,3170.0,14.0,131.0,0.0,20250834.0
Africa,Mali,2020-10-05,3184.0,14.0,131.0,0.0,20250834.0
Africa,Mali,2020-10-06,3189.0,5.0,131.0,0.0,20250834.0
Africa,Mali,2020-10-07,3195.0,6.0,131.0,0.0,20250834.0
Europe,Malta,2020-06-01,617.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-02,618.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-06-03,619.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-06-04,621.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-06-05,621.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-06,624.0,3.0,9.0,0.0,441539.0
Europe,Malta,2020-06-07,626.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-06-08,628.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-06-09,629.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-06-10,631.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-06-11,634.0,3.0,9.0,0.0,441539.0
Europe,Malta,2020-06-12,639.0,5.0,9.0,0.0,441539.0
Europe,Malta,2020-06-13,644.0,5.0,9.0,0.0,441539.0
Europe,Malta,2020-06-14,645.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-06-15,647.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-06-16,649.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-06-17,655.0,6.0,9.0,0.0,441539.0
Europe,Malta,2020-06-18,661.0,6.0,9.0,0.0,441539.0
Europe,Malta,2020-06-19,662.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-06-20,662.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-21,663.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-06-22,664.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-06-23,664.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-24,664.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-25,664.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-26,667.0,3.0,9.0,0.0,441539.0
Europe,Malta,2020-06-27,669.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-06-28,669.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-29,669.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-06-30,669.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-01,669.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-02,670.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-03,670.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-04,671.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-05,671.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-06,671.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-07,671.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-08,672.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-09,672.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-10,673.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-11,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-12,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-13,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-14,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-15,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-16,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-17,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-18,673.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-19,674.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-20,674.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-21,675.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-22,675.0,0.0,9.0,0.0,441539.0
Europe,Malta,2020-07-23,677.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-07-24,678.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-25,680.0,2.0,9.0,0.0,441539.0
Europe,Malta,2020-07-26,684.0,4.0,9.0,0.0,441539.0
Europe,Malta,2020-07-27,698.0,14.0,9.0,0.0,441539.0
Europe,Malta,2020-07-28,699.0,1.0,9.0,0.0,441539.0
Europe,Malta,2020-07-29,705.0,6.0,9.0,0.0,441539.0
Europe,Malta,2020-07-30,718.0,13.0,9.0,0.0,441539.0
Europe,Malta,2020-07-31,727.0,9.0,9.0,0.0,441539.0
Europe,Malta,2020-08-01,736.0,9.0,9.0,0.0,441539.0
Europe,Malta,2020-08-02,754.0,18.0,9.0,0.0,441539.0
Europe,Malta,2020-08-03,769.0,15.0,9.0,0.0,441539.0
Europe,Malta,2020-08-04,783.0,14.0,9.0,0.0,441539.0
Europe,Malta,2020-08-05,799.0,16.0,9.0,0.0,441539.0
Europe,Malta,2020-08-06,820.0,21.0,9.0,0.0,441539.0
Europe,Malta,2020-08-07,839.0,19.0,9.0,0.0,441539.0
Europe,Malta,2020-08-08,889.0,50.0,9.0,0.0,441539.0
Europe,Malta,2020-08-09,929.0,40.0,9.0,0.0,441539.0
Europe,Malta,2020-08-10,983.0,54.0,9.0,0.0,441539.0
Europe,Malta,2020-08-11,1006.0,23.0,9.0,0.0,441539.0
Europe,Malta,2020-08-12,1035.0,29.0,9.0,0.0,441539.0
Europe,Malta,2020-08-13,1084.0,49.0,9.0,0.0,441539.0
Europe,Malta,2020-08-14,1139.0,55.0,9.0,0.0,441539.0
Europe,Malta,2020-08-15,1170.0,31.0,9.0,0.0,441539.0
Europe,Malta,2020-08-16,1242.0,72.0,9.0,0.0,441539.0
Europe,Malta,2020-08-17,1305.0,63.0,9.0,0.0,441539.0
Europe,Malta,2020-08-18,1373.0,68.0,9.0,0.0,441539.0
Europe,Malta,2020-08-19,1422.0,49.0,9.0,0.0,441539.0
Europe,Malta,2020-08-20,1469.0,47.0,9.0,0.0,441539.0
Europe,Malta,2020-08-21,1509.0,40.0,9.0,0.0,441539.0
Europe,Malta,2020-08-22,1545.0,36.0,9.0,0.0,441539.0
Europe,Malta,2020-08-23,1576.0,31.0,10.0,1.0,441539.0
Europe,Malta,2020-08-24,1611.0,35.0,10.0,0.0,441539.0
Europe,Malta,2020-08-25,1668.0,57.0,10.0,0.0,441539.0
Europe,Malta,2020-08-26,1706.0,38.0,10.0,0.0,441539.0
Europe,Malta,2020-08-27,1752.0,46.0,10.0,0.0,441539.0
Europe,Malta,2020-08-28,1789.0,37.0,10.0,0.0,441539.0
Europe,Malta,2020-08-29,1821.0,32.0,10.0,0.0,441539.0
Europe,Malta,2020-08-30,1849.0,28.0,10.0,0.0,441539.0
Europe,Malta,2020-08-31,1864.0,15.0,11.0,1.0,441539.0
Europe,Malta,2020-09-01,1885.0,21.0,12.0,1.0,441539.0
Europe,Malta,2020-09-02,1911.0,26.0,12.0,0.0,441539.0
Europe,Malta,2020-09-03,1932.0,21.0,13.0,1.0,441539.0
Europe,Malta,2020-09-04,1966.0,34.0,13.0,0.0,441539.0
Europe,Malta,2020-09-05,1985.0,19.0,13.0,0.0,441539.0
Europe,Malta,2020-09-06,2015.0,30.0,14.0,1.0,441539.0
Europe,Malta,2020-09-07,2040.0,25.0,14.0,0.0,441539.0
Europe,Malta,2020-09-08,2077.0,37.0,14.0,0.0,441539.0
Europe,Malta,2020-09-09,2100.0,23.0,14.0,0.0,441539.0
Europe,Malta,2020-09-10,2163.0,63.0,14.0,0.0,441539.0
Europe,Malta,2020-09-11,2205.0,42.0,14.0,0.0,441539.0
