continent,location,date,total_cases,new_cases,total_deaths,new_deaths,population
Asia,Afghanistan,2020-06-01,15205.0,680.0,257.0,8.0,38928341.0
Asia,Afghanistan,2020-06-02,15750.0,545.0,265.0,8.0,38928341.0
Asia,Afghanistan,2020-06-03,16509.0,759.0,270.0,5.0,38928341.0
Asia,Afghanistan,2020-06-04,17267.0,758.0,294.0,24.0,38928341.0
Asia,Afghanistan,2020-06-05,18054.0,787.0,300.0,6.0,38928341.0
Asia,Afghanistan,2020-06-06,18969.0,915.0,309.0,9.0,38928341.0
Asia,Afghanistan,2020-06-07,19551.0,582.0,327.0,18.0,38928341.0
Asia,Afghanistan,2020-06-08,20342.0,791.0,357.0,30.0,38928341.0
Asia,Afghanistan,2020-06-09,20917.0,575.0,369.0,12.0,38928341.0
Asia,Afghanistan,2020-06-10,21459.0,542.0,384.0,15.0,38928341.0
Asia,Afghanistan,2020-06-11,22143.0,684.0,405.0,21.0,38928341.0
Asia,Afghanistan,2020-06-12,22890.0,747.0,426.0,21.0,38928341.0
Asia,Afghanistan,2020-06-13,23546.0,656.0,446.0,20.0,38928341.0
Asia,Afghanistan,2020-06-14,24102.0,556.0,451.0,5.0,38928341.0
Asia,Afghanistan,2020-06-15,24766.0,664.0,471.0,20.0,38928341.0
Asia,Afghanistan,2020-06-16,25527.0,761.0,478.0,7.0,38928341.0
Asia,Afghanistan,2020-06-17,26310.0,783.0,491.0,13.0,38928341.0
Asia,Afghanistan,2020-06-18,26874.0,564.0,504.0,13.0,38928341.0
Asia,Afghanistan,2020-06-19,27532.0,658.0,546.0,42.0,38928341.0
Asia,Afghanistan,2020-06-20,27878.0,346.0,548.0,2.0,38928341.0
Asia,Afghanistan,2020-06-21,28424.0,546.0,569.0,21.0,38928341.0
Asia,Afghanistan,2020-06-22,28833.0,409.0,581.0,12.0,38928341.0
Asia,Afghanistan,2020-06-23,29143.0,310.0,598.0,17.0,38928341.0
Asia,Afghanistan,2020-06-24,29481.0,338.0,618.0,20.0,38928341.0
Asia,Afghanistan,2020-06-25,29715.0,234.0,639.0,21.0,38928341.0
Asia,Afghanistan,2020-06-26,30175.0,460.0,675.0,36.0,38928341.0
Asia,Afghanistan,2020-06-27,30451.0,276.0,683.0,8.0,38928341.0
Asia,Afghanistan,2020-06-28,30616.0,165.0,703.0,20.0,38928341.0
Asia,Afghanistan,2020-06-29,30967.0,351.0,721.0,18.0,38928341.0
Asia,Afghanistan,2020-06-30,31238.0,271.0,733.0,12.0,38928341.0
Asia,Afghanistan,2020-07-01,31517.0,279.0,746.0,13.0,38928341.0
Asia,Afghanistan,2020-07-02,31836.0,319.0,774.0,28.0,38928341.0
Asia,Afghanistan,2020-07-03,32022.0,186.0,807.0,33.0,38928341.0
Asia,Afghanistan,2020-07-04,32324.0,302.0,819.0,12.0,38928341.0
Asia,Afghanistan,2020-07-05,32672.0,348.0,826.0,7.0,38928341.0
Asia,Afghanistan,2020-07-06,32951.0,279.0,864.0,38.0,38928341.0
Asia,Afghanistan,2020-07-07,33384.0,433.0,920.0,56.0,38928341.0
Asia,Afghanistan,2020-07-08,33594.0,210.0,936.0,16.0,38928341.0
Asia,Afghanistan,2020-07-09,33653.0,59.0,937.0,1.0,38928341.0
Asia,Afghanistan,2020-07-10,33908.0,255.0,957.0,20.0,38928341.0
Asia,Afghanistan,2020-07-11,34366.0,458.0,994.0,37.0,38928341.0
Asia,Afghanistan,2020-07-12,34451.0,85.0,1010.0,16.0,38928341.0
Asia,Afghanistan,2020-07-13,34451.0,0.0,1010.0,0.0,38928341.0
Asia,Afghanistan,2020-07-14,34455.0,4.0,1012.0,2.0,38928341.0
Asia,Afghanistan,2020-07-15,34740.0,285.0,1045.0,33.0,38928341.0
Asia,Afghanistan,2020-07-16,34994.0,254.0,1094.0,49.0,38928341.0
Asia,Afghanistan,2020-07-17,35070.0,76.0,1115.0,21.0,38928341.0
Asia,Afghanistan,2020-07-18,35289.0,219.0,1147.0,32.0,38928341.0
Asia,Afghanistan,2020-07-19,35301.0,12.0,1164.0,17.0,38928341.0
Asia,Afghanistan,2020-07-20,35475.0,174.0,1181.0,17.0,38928341.0
Asia,Afghanistan,2020-07-21,35615.0,140.0,1186.0,5.0,38928341.0
Asia,Afghanistan,2020-07-22,35727.0,112.0,1190.0,4.0,38928341.0
Asia,Afghanistan,2020-07-23,35915.0,188.0,1211.0,21.0,38928341.0
Asia,Afghanistan,2020-07-24,35928.0,13.0,1211.0,0.0,38928341.0
Asia,Afghanistan,2020-07-25,36036.0,108.0,1246.0,35.0,38928341.0
Asia,Afghanistan,2020-07-26,36157.0,121.0,1259.0,13.0,38928341.0
Asia,Afghanistan,2020-07-27,36263.0,106.0,1269.0,10.0,38928341.0
Asia,Afghanistan,2020-07-28,36368.0,105.0,1270.0,1.0,38928341.0
Asia,Afghanistan,2020-07-29,36471.0,103.0,1271.0,1.0,38928341.0
Asia,Afghanistan,2020-07-30,36471.0,0.0,1271.0,0.0,38928341.0
Asia,Afghanistan,2020-07-31,36542.0,71.0,1271.0,0.0,38928341.0
Asia,Afghanistan,2020-08-01,36710.0,168.0,1283.0,12.0,38928341.0
Asia,Afghanistan,2020-08-02,36710.0,0.0,1283.0,0.0,38928341.0
Asia,Afghanistan,2020-08-03,36710.0,0.0,1284.0,1.0,38928341.0
Asia,Afghanistan,2020-08-04,36747.0,37.0,1288.0,4.0,38928341.0
Asia,Afghanistan,2020-08-05,36829.0,82.0,1294.0,6.0,38928341.0
Asia,Afghanistan,2020-08-06,36896.0,67.0,1298.0,4.0,38928341.0
Asia,Afghanistan,2020-08-07,36937.0,41.0,1298.0,0.0,38928341.0
Asia,Afghanistan,2020-08-08,37015.0,78.0,1307.0,9.0,38928341.0
Asia,Afghanistan,2020-08-09,37054.0,39.0,1312.0,5.0,38928341.0
Asia,Afghanistan,2020-08-10,37054.0,0.0,1312.0,0.0,38928341.0
Asia,Afghanistan,2020-08-11,37054.0,0.0,1312.0,0.0,38928341.0
Asia,Afghanistan,2020-08-12,37269.0,215.0,1344.0,32.0,38928341.0
Asia,Afghanistan,2020-08-13,37345.0,76.0,1354.0,10.0,38928341.0
Asia,Afghanistan,2020-08-14,37424.0,79.0,1363.0,9.0,38928341.0
Asia,Afghanistan,2020-08-15,37431.0,7.0,1363.0,0.0,38928341.0
Asia,Afghanistan,2020-08-16,37551.0,120.0,1370.0,7.0,38928341.0
Asia,Afghanistan,2020-08-17,37596.0,45.0,1375.0,5.0,38928341.0
Asia,Afghanistan,2020-08-18,37599.0,3.0,1375.0,0.0,38928341.0
Asia,Afghanistan,2020-08-19,37599.0,0.0,1375.0,0.0,38928341.0
Asia,Afghanistan,2020-08-20,37759.0,160.0,1383.0,8.0,38928341.0
Asia,Afghanistan,2020-08-21,37856.0,97.0,1385.0,2.0,38928341.0
Asia,Afghanistan,2020-08-22,37894.0,38.0,1385.0,0.0,38928341.0
Asia,Afghanistan,2020-08-23,37999.0,105.0,1387.0,2.0,38928341.0
Asia,Afghanistan,2020-08-24,37999.0,0.0,1387.0,0.0,38928341.0
Asia,Afghanistan,2020-08-25,38070.0,71.0,1397.0,10.0,38928341.0
Asia,Afghanistan,2020-08-26,38071.0,1.0,1397.0,0.0,38928341.0
Asia,Afghanistan,2020-08-27,38126.0,55.0,1401.0,4.0,38928341.0
Asia,Afghanistan,2020-08-28,38129.0,3.0,1401.0,0.0,38928341.0
Asia,Afghanistan,2020-08-29,38140.0,11.0,1402.0,1.0,38928341.0
Asia,Afghanistan,2020-08-30,38143.0,3.0,1402.0,0.0,38928341.0
Asia,Afghanistan,2020-08-31,38162.0,19.0,1402.0,0.0,38928341.0
Asia,Afghanistan,2020-09-01,38196.0,34.0,1406.0,4.0,38928341.0
Asia,Afghanistan,2020-09-02,38205.0,9.0,1406.0,0.0,38928341.0
Asia,Afghanistan,2020-09-03,38243.0,38.0,1409.0,3.0,38928341.0
Asia,Afghanistan,2020-09-04,38288.0,45.0,1410.0,1.0,38928341.0
Asia,Afghanistan,2020-09-05,38304.0,16.0,1410.0,0.0,38928341.0
Asia,Afghanistan,2020-09-06,38324.0,20.0,1410.0,0.0,38928341.0
Asia,Afghanistan,2020-09-07,38398.0,74.0,1412.0,2.0,38928341.0
Asia,Afghanistan,2020-09-08,38494.0,96.0,1415.0,3.0,38928341.0
Asia,Afghanistan,2020-09-09,38520.0,26.0,1418.0,3.0,38928341.0
Asia,Afghanistan,2020-09-10,38544.0,24.0,1420.0,2.0,38928341.0
Asia,Afghanistan,2020-09-11,38572.0,28.0,1420.0,0.0,38928341.0
Asia,Afghanistan,2020-09-12,38606.0,34.0,1420.0,0.0,38928341.0
Asia,Afghanistan,2020-09-13,38641.0,35.0,1420.0,0.0,38928341.0
Asia,Afghanistan,2020-09-14,38716.0,75.0,1420.0,0.0,38928341.0
Asia,Afghanistan,2020-09-15,38815.0,99.0,1426.0,6.0,38928341.0
Asia,Afghanistan,2020-09-16,38855.0,40.0,1436.0,10.0,38928341.0
Asia,Afghanistan,2020-09-17,38872.0,17.0,1436.0,0.0,38928341.0
Asia,Afghanistan,2020-09-18,38872.0,0.0,1436.0,0.0,38928341.0
Asia,Afghanistan,2020-09-19,38919.0,47.0,1437.0,1.0,38928341.0
Asia,Afghanistan,2020-09-20,39044.0,125.0,1441.0,4.0,38928341.0
Asia,Afghanistan,2020-09-21,39044.0,0.0,1441.0,0.0,38928341.0
Asia,Afghanistan,2020-09-22,39074.0,30.0,1444.0,3.0,38928341.0
Asia,Afghanistan,2020-09-23,39145.0,71.0,1446.0,2.0,38928341.0
Asia,Afghanistan,2020-09-24,39170.0,25.0,1451.0,5.0,38928341.0
Asia,Afghanistan,2020-09-25,39186.0,16.0,1451.0,0.0,38928341.0
Asia,Afghanistan,2020-09-26,39192.0,6.0,1453.0,2.0,38928341.0
Asia,Afghanistan,2020-09-27,39227.0,35.0,1453.0,0.0,38928341.0
Asia,Afghanistan,2020-09-28,39227.0,0.0,1453.0,0.0,38928341.0
Asia,Afghanistan,2020-09-29,39239.0,12.0,1456.0,3.0,38928341.0
Asia,Afghanistan,2020-09-30,39254.0,15.0,1458.0,2.0,38928341.0
Asia,Afghanistan,2020-10-01,39268.0,14.0,1458.0,0.0,38928341.0
Asia,Afghanistan,2020-10-02,39285.0,17.0,1458.0,0.0,38928341.0
Asia,Afghanistan,2020-10-03,39290.0,5.0,1458.0,0.0,38928341.0
Asia,Afghanistan,2020-10-04,39297.0,7.0,1462.0,4.0,38928341.0
Asia,Afghanistan,2020-10-05,39341.0,44.0,1462.0,0.0,38928341.0
Asia,Afghanistan,2020-10-06,39486.0,145.0,1467.0,5.0,38928341.0
Asia,Afghanistan,2020-10-07,39548.0,62.0,1469.0,2.0,38928341.0
Europe,Albania,2020-06-01,1137.0,15.0,33.0,0.0,2877800.0
Europe,Albania,2020-06-02,1143.0,6.0,33.0,0.0,2877800.0
Europe,Albania,2020-06-03,1164.0,21.0,33.0,0.0,2877800.0
Europe,Albania,2020-06-04,1184.0,20.0,33.0,0.0,2877800.0
Europe,Albania,2020-06-05,1197.0,13.0,33.0,0.0,2877800.0
Europe,Albania,2020-06-06,1212.0,15.0,33.0,0.0,2877800.0
Europe,Albania,2020-06-07,1232.0,20.0,34.0,1.0,2877800.0
Europe,Albania,2020-06-08,1246.0,14.0,34.0,0.0,2877800.0
Europe,Albania,2020-06-09,1263.0,17.0,34.0,0.0,2877800.0
Europe,Albania,2020-06-10,1299.0,36.0,34.0,0.0,2877800.0
Europe,Albania,2020-06-11,1341.0,42.0,34.0,0.0,2877800.0
Europe,Albania,2020-06-12,1385.0,44.0,35.0,1.0,2877800.0
Europe,Albania,2020-06-13,1416.0,31.0,36.0,1.0,2877800.0
Europe,Albania,2020-06-14,1464.0,48.0,36.0,0.0,2877800.0
Europe,Albania,2020-06-15,1521.0,57.0,36.0,0.0,2877800.0
Europe,Albania,2020-06-16,1590.0,69.0,36.0,0.0,2877800.0
Europe,Albania,2020-06-17,1672.0,82.0,37.0,1.0,2877800.0
Europe,Albania,2020-06-18,1722.0,50.0,38.0,1.0,2877800.0
Europe,Albania,2020-06-19,1788.0,66.0,39.0,1.0,2877800.0
Europe,Albania,2020-06-20,1838.0,50.0,42.0,3.0,2877800.0
Europe,Albania,2020-06-21,1891.0,53.0,43.0,1.0,2877800.0
Europe,Albania,2020-06-22,1927.0,36.0,44.0,1.0,2877800.0
Europe,Albania,2020-06-23,1995.0,68.0,44.0,0.0,2877800.0
Europe,Albania,2020-06-24,2047.0,52.0,45.0,1.0,2877800.0
Europe,Albania,2020-06-25,2114.0,67.0,47.0,2.0,2877800.0
Europe,Albania,2020-06-26,2192.0,78.0,49.0,2.0,2877800.0
Europe,Albania,2020-06-27,2269.0,77.0,51.0,2.0,2877800.0
Europe,Albania,2020-06-28,2330.0,61.0,53.0,2.0,2877800.0
Europe,Albania,2020-06-29,2402.0,72.0,55.0,2.0,2877800.0
Europe,Albania,2020-06-30,2466.0,64.0,58.0,3.0,2877800.0
Europe,Albania,2020-07-01,2535.0,69.0,62.0,4.0,2877800.0
Europe,Albania,2020-07-02,2580.0,45.0,65.0,3.0,2877800.0
Europe,Albania,2020-07-03,2662.0,82.0,69.0,4.0,2877800.0
Europe,Albania,2020-07-04,2752.0,90.0,72.0,3.0,2877800.0
Europe,Albania,2020-07-05,2819.0,67.0,74.0,2.0,2877800.0
Europe,Albania,2020-07-06,2893.0,74.0,76.0,2.0,2877800.0
Europe,Albania,2020-07-07,2964.0,71.0,79.0,3.0,2877800.0
Europe,Albania,2020-07-08,3038.0,74.0,81.0,2.0,2877800.0
Europe,Albania,2020-07-09,3106.0,68.0,83.0,2.0,2877800.0
Europe,Albania,2020-07-10,3188.0,82.0,83.0,0.0,2877800.0
Europe,Albania,2020-07-11,3278.0,90.0,85.0,2.0,2877800.0
Europe,Albania,2020-07-12,3371.0,93.0,89.0,4.0,2877800.0
Europe,Albania,2020-07-13,3454.0,83.0,93.0,4.0,2877800.0
Europe,Albania,2020-07-14,3571.0,117.0,95.0,2.0,2877800.0
Europe,Albania,2020-07-15,3667.0,96.0,97.0,2.0,2877800.0
Europe,Albania,2020-07-16,3752.0,85.0,101.0,4.0,2877800.0
Europe,Albania,2020-07-17,3851.0,99.0,104.0,3.0,2877800.0
Europe,Albania,2020-07-18,3906.0,55.0,107.0,3.0,2877800.0
Europe,Albania,2020-07-19,4008.0,102.0,111.0,4.0,2877800.0
Europe,Albania,2020-07-20,4090.0,82.0,112.0,1.0,2877800.0
Europe,Albania,2020-07-21,4171.0,81.0,113.0,1.0,2877800.0
Europe,Albania,2020-07-22,4290.0,119.0,117.0,4.0,2877800.0
Europe,Albania,2020-07-23,4358.0,68.0,120.0,3.0,2877800.0
Europe,Albania,2020-07-24,4466.0,108.0,123.0,3.0,2877800.0
Europe,Albania,2020-07-25,4570.0,104.0,128.0,5.0,2877800.0
Europe,Albania,2020-07-26,4637.0,67.0,134.0,6.0,2877800.0
Europe,Albania,2020-07-27,4763.0,126.0,138.0,4.0,2877800.0
Europe,Albania,2020-07-28,4880.0,117.0,144.0,6.0,2877800.0
Europe,Albania,2020-07-29,4997.0,117.0,148.0,4.0,2877800.0
Europe,Albania,2020-07-30,5105.0,108.0,150.0,2.0,2877800.0
Europe,Albania,2020-07-31,5197.0,92.0,154.0,4.0,2877800.0
Europe,Albania,2020-08-01,5276.0,79.0,157.0,3.0,2877800.0
Europe,Albania,2020-08-02,5396.0,120.0,161.0,4.0,2877800.0
Europe,Albania,2020-08-03,5519.0,123.0,166.0,5.0,2877800.0
Europe,Albania,2020-08-04,5620.0,101.0,172.0,6.0,2877800.0
Europe,Albania,2020-08-05,5750.0,130.0,176.0,4.0,2877800.0
Europe,Albania,2020-08-06,5889.0,139.0,182.0,6.0,2877800.0
Europe,Albania,2020-08-07,6016.0,127.0,188.0,6.0,2877800.0
Europe,Albania,2020-08-08,6151.0,135.0,189.0,1.0,2877800.0
Europe,Albania,2020-08-09,6275.0,124.0,193.0,4.0,2877800.0
Europe,Albania,2020-08-10,6411.0,136.0,199.0,6.0,2877800.0
Europe,Albania,2020-08-11,6536.0,125.0,200.0,1.0,2877800.0
Europe,Albania,2020-08-12,6676.0,140.0,205.0,5.0,2877800.0
Europe,Albania,2020-08-13,6817.0,141.0,208.0,3.0,2877800.0
Europe,Albania,2020-08-14,6971.0,154.0,213.0,5.0,2877800.0
Europe,Albania,2020-08-15,7117.0,146.0,219.0,6.0,2877800.0
Europe,Albania,2020-08-16,7260.0,143.0,225.0,6.0,2877800.0
Europe,Albania,2020-08-17,7380.0,120.0,228.0,3.0,2877800.0
Europe,Albania,2020-08-18,7499.0,119.0,230.0,2.0,2877800.0
Europe,Albania,2020-08-19,7654.0,155.0,232.0,2.0,2877800.0
Europe,Albania,2020-08-20,7812.0,158.0,234.0,2.0,2877800.0
Europe,Albania,2020-08-21,7967.0,155.0,238.0,4.0,2877800.0
Europe,Albania,2020-08-22,8119.0,152.0,240.0,2.0,2877800.0
Europe,Albania,2020-08-23,8275.0,156.0,245.0,5.0,2877800.0
Europe,Albania,2020-08-24,8427.0,152.0,250.0,5.0,2877800.0
Europe,Albania,2020-08-25,8605.0,178.0,254.0,4.0,2877800.0
Europe,Albania,2020-08-26,8759.0,154.0,259.0,5.0,2877800.0
Europe,Albania,2020-08-27,8927.0,168.0,263.0,4.0,2877800.0
Europe,Albania,2020-08-28,9083.0,156.0,266.0,3.0,2877800.0
Europe,Albania,2020-08-29,9195.0,112.0,271.0,5.0,2877800.0
Europe,Albania,2020-08-30,9279.0,84.0,275.0,4.0,2877800.0
Europe,Albania,2020-08-31,9380.0,101.0,280.0,5.0,2877800.0
Europe,Albania,2020-09-01,9513.0,133.0,284.0,4.0,2877800.0
Europe,Albania,2020-09-02,9606.0,93.0,290.0,6.0,2877800.0
Europe,Albania,2020-09-03,9728.0,122.0,296.0,6.0,2877800.0
Europe,Albania,2020-09-04,9844.0,116.0,301.0,5.0,2877800.0
Europe,Albania,2020-09-05,9967.0,123.0,306.0,5.0,2877800.0
Europe,Albania,2020-09-06,10102.0,135.0,312.0,6.0,2877800.0
Europe,Albania,2020-09-07,10255.0,153.0,316.0,4.0,2877800.0
Europe,Albania,2020-09-08,10406.0,151.0,319.0,3.0,2877800.0
Europe,Albania,2020-09-09,10553.0,147.0,321.0,2.0,2877800.0
Europe,Albania,2020-09-10,10704.0,151.0,322.0,1.0,2877800.0
Europe,Albania,2020-09-11,10860.0,156.0,324.0,2.0,2877800.0
Europe,Albania,2020-09-12,11021.0,161.0,327.0,3.0,2877800.0
Europe,Albania,2020-09-13,11185.0,164.0,330.0,3.0,2877800.0
Europe,Albania,2020-09-14,11353.0,168.0,334.0,4.0,2877800.0
Europe,Albania,2020-09-15,11520.0,167.0,338.0,4.0,2877800.0
Europe,Albania,2020-09-16,11672.0,152.0,340.0,2.0,2877800.0
Europe,Albania,2020-09-17,11816.0,144.0,343.0,3.0,2877800.0
Europe,Albania,2020-09-18,11948.0,132.0,348.0,5.0,2877800.0
Europe,Albania,2020-09-19,12073.0,125.0,353.0,5.0,2877800.0
Europe,Albania,2020-09-20,12226.0,153.0,358.0,5.0,2877800.0
Europe,Albania,2020-09-21,12385.0,159.0,362.0,4.0,2877800.0
Europe,Albania,2020-09-22,12535.0,150.0,364.0,2.0,2877800.0
Europe,Albania,2020-09-23,12666.0,131.0,367.0,3.0,2877800.0
Europe,Albania,2020-09-24,12787.0,121.0,370.0,3.0,2877800.0
Europe,Albania,2020-09-25,12921.0,134.0,370.0,0.0,2877800.0
Europe,Albania,2020-09-26,13045.0,124.0,373.0,3.0,2877800.0
Europe,Albania,2020-09-27,13153.0,108.0,375.0,2.0,2877800.0
Europe,Albania,2020-09-28,13259.0,106.0,377.0,2.0,2877800.0
Europe,Albania,2020-09-29,13391.0,132.0,380.0,3.0,2877800.0
Europe,Albania,2020-09-30,13518.0,127.0,384.0,4.0,2877800.0
Europe,Albania,2020-10-01,13649.0,131.0,387.0,3.0,2877800.0
Europe,Albania,2020-10-02,13806.0,157.0,388.0,1.0,2877800.0
Europe,Albania,2020-10-03,13965.0,159.0,389.0,1.0,2877800.0
Europe,Albania,2020-10-04,14117.0,152.0,392.0,3.0,2877800.0
Europe,Albania,2020-10-05,14266.0,149.0,396.0,4.0,2877800.0
Europe,Albania,2020-10-06,14410.0,144.0,400.0,4.0,2877800.0
Europe,Albania,2020-10-07,14568.0,158.0,403.0,3.0,2877800.0
Africa,Algeria,2020-06-01,9394.0,127.0,653.0,7.0,43851043.0
Africa,Algeria,2020-06-02,9513.0,119.0,661.0,8.0,43851043.0
Africa,Algeria,2020-06-03,9626.0,113.0,667.0,6.0,43851043.0
Africa,Algeria,2020-06-04,9626.0,0.0,667.0,0.0,43851043.0
Africa,Algeria,2020-06-05,9831.0,205.0,681.0,14.0,43851043.0
Africa,Algeria,2020-06-06,9935.0,104.0,690.0,9.0,43851043.0
Africa,Algeria,2020-06-07,10050.0,115.0,698.0,8.0,43851043.0
Africa,Algeria,2020-06-08,10154.0,104.0,707.0,9.0,43851043.0
Africa,Algeria,2020-06-09,10265.0,111.0,715.0,8.0,43851043.0
Africa,Algeria,2020-06-10,10382.0,117.0,724.0,9.0,43851043.0
Africa,Algeria,2020-06-11,10484.0,102.0,732.0,8.0,43851043.0
Africa,Algeria,2020-06-12,10589.0,105.0,741.0,9.0,43851043.0
Africa,Algeria,2020-06-13,10698.0,109.0,751.0,10.0,43851043.0
Africa,Algeria,2020-06-14,10810.0,112.0,760.0,9.0,43851043.0
Africa,Algeria,2020-06-15,10919.0,109.0,767.0,7.0,43851043.0
Africa,Algeria,2020-06-16,11031.0,112.0,777.0,10.0,43851043.0
Africa,Algeria,2020-06-17,11147.0,116.0,788.0,11.0,43851043.0
Africa,Algeria,2020-06-18,11268.0,121.0,799.0,11.0,43851043.0
Africa,Algeria,2020-06-19,11385.0,117.0,811.0,12.0,43851043.0
Africa,Algeria,2020-06-20,11504.0,119.0,825.0,14.0,43851043.0
Africa,Algeria,2020-06-21,11631.0,127.0,837.0,12.0,43851043.0
Africa,Algeria,2020-06-22,11771.0,140.0,845.0,8.0,43851043.0
Africa,Algeria,2020-06-23,11920.0,149.0,852.0,7.0,43851043.0
Africa,Algeria,2020-06-24,12076.0,156.0,861.0,9.0,43851043.0
Africa,Algeria,2020-06-25,12248.0,172.0,869.0,8.0,43851043.0
Africa,Algeria,2020-06-26,12445.0,197.0,878.0,9.0,43851043.0
Africa,Algeria,2020-06-27,12685.0,240.0,885.0,7.0,43851043.0
Africa,Algeria,2020-06-28,12968.0,283.0,892.0,7.0,43851043.0
Africa,Algeria,2020-06-29,13273.0,305.0,897.0,5.0,43851043.0
Africa,Algeria,2020-06-30,13571.0,298.0,905.0,8.0,43851043.0
Africa,Algeria,2020-07-01,13907.0,336.0,912.0,7.0,43851043.0
Africa,Algeria,2020-07-02,14272.0,365.0,920.0,8.0,43851043.0
Africa,Algeria,2020-07-03,14657.0,385.0,928.0,8.0,43851043.0
Africa,Algeria,2020-07-04,15070.0,413.0,937.0,9.0,43851043.0
Africa,Algeria,2020-07-05,15500.0,430.0,946.0,9.0,43851043.0
Africa,Algeria,2020-07-06,15941.0,441.0,952.0,6.0,43851043.0
Africa,Algeria,2020-07-07,16404.0,463.0,959.0,7.0,43851043.0
Africa,Algeria,2020-07-08,16879.0,475.0,968.0,9.0,43851043.0
Africa,Algeria,2020-07-09,17348.0,469.0,978.0,10.0,43851043.0
Africa,Algeria,2020-07-10,17808.0,460.0,988.0,10.0,43851043.0
Africa,Algeria,2020-07-11,18242.0,434.0,996.0,8.0,43851043.0
Africa,Algeria,2020-07-12,18712.0,470.0,1004.0,8.0,43851043.0
Africa,Algeria,2020-07-13,19195.0,483.0,1011.0,7.0,43851043.0
Africa,Algeria,2020-07-14,19689.0,494.0,1018.0,7.0,43851043.0
Africa,Algeria,2020-07-15,20216.0,527.0,1028.0,10.0,43851043.0
Africa,Algeria,2020-07-16,20770.0,554.0,1040.0,12.0,43851043.0
Africa,Algeria,2020-07-17,21355.0,585.0,1052.0,12.0,43851043.0
Africa,Algeria,2020-07-18,21948.0,593.0,1057.0,5.0,43851043.0
Africa,Algeria,2020-07-19,22549.0,601.0,1068.0,11.0,43851043.0
Africa,Algeria,2020-07-20,23084.0,535.0,1078.0,10.0,43851043.0
Africa,Algeria,2020-07-21,23691.0,607.0,1087.0,9.0,43851043.0
Africa,Algeria,2020-07-22,24278.0,587.0,1100.0,13.0,43851043.0
Africa,Algeria,2020-07-23,24872.0,594.0,1111.0,11.0,43851043.0
Africa,Algeria,2020-07-24,25484.0,612.0,1124.0,13.0,43851043.0
Africa,Algeria,2020-07-25,26159.0,675.0,1136.0,12.0,43851043.0
Africa,Algeria,2020-07-26,26764.0,605.0,1146.0,10.0,43851043.0
Africa,Algeria,2020-07-27,27357.0,593.0,1155.0,9.0,43851043.0
Africa,Algeria,2020-07-28,27973.0,616.0,1163.0,8.0,43851043.0
Africa,Algeria,2020-07-29,28615.0,642.0,1174.0,11.0,43851043.0
Africa,Algeria,2020-07-30,29229.0,614.0,1186.0,12.0,43851043.0
Africa,Algeria,2020-07-31,29831.0,602.0,1200.0,14.0,43851043.0
Africa,Algeria,2020-08-01,30394.0,563.0,1210.0,10.0,43851043.0
Africa,Algeria,2020-08-02,30950.0,556.0,1223.0,13.0,43851043.0
Africa,Algeria,2020-08-03,31465.0,515.0,1231.0,8.0,43851043.0
Africa,Algeria,2020-08-04,31972.0,507.0,1239.0,8.0,43851043.0
Africa,Algeria,2020-08-05,32504.0,532.0,1248.0,9.0,43851043.0
Africa,Algeria,2020-08-06,33055.0,551.0,1261.0,13.0,43851043.0
Africa,Algeria,2020-08-07,33626.0,571.0,1273.0,12.0,43851043.0
Africa,Algeria,2020-08-08,34155.0,529.0,1282.0,9.0,43851043.0
Africa,Algeria,2020-08-09,34693.0,538.0,1293.0,11.0,43851043.0
Africa,Algeria,2020-08-10,35214.0,521.0,1302.0,9.0,43851043.0
Africa,Algeria,2020-08-11,35712.0,498.0,1312.0,10.0,43851043.0
Africa,Algeria,2020-08-12,36204.0,492.0,1322.0,10.0,43851043.0
Africa,Algeria,2020-08-13,36699.0,495.0,1333.0,11.0,43851043.0
Africa,Algeria,2020-08-14,37187.0,488.0,1341.0,8.0,43851043.0
Africa,Algeria,2020-08-15,37664.0,477.0,1351.0,10.0,43851043.0
Africa,Algeria,2020-08-16,38133.0,469.0,1360.0,9.0,43851043.0
Africa,Algeria,2020-08-17,38583.0,450.0,1370.0,10.0,43851043.0
Africa,Algeria,2020-08-18,39025.0,442.0,1379.0,9.0,43851043.0
Africa,Algeria,2020-08-19,39444.0,419.0,1391.0,12.0,43851043.0
Africa,Algeria,2020-08-20,39847.0,403.0,1402.0,11.0,43851043.0
Africa,Algeria,2020-08-21,40258.0,411.0,1411.0,9.0,43851043.0
Africa,Algeria,2020-08-22,40667.0,409.0,1418.0,7.0,43851043.0
Africa,Algeria,2020-08-23,41068.0,401.0,1424.0,6.0,43851043.0
Africa,Algeria,2020-08-24,41460.0,392.0,1435.0,11.0,43851043.0
Africa,Algeria,2020-08-25,41858.0,398.0,1446.0,11.0,43851043.0
Africa,Algeria,2020-08-26,42228.0,370.0,1456.0,10.0,43851043.0
Africa,Algeria,2020-08-27,42619.0,391.0,1465.0,9.0,43851043.0
Africa,Algeria,2020-08-28,43016.0,397.0,1475.0,10.0,43851043.0
Africa,Algeria,2020-08-29,43403.0,387.0,1483.0,8.0,43851043.0
Africa,Algeria,2020-08-30,43782.0,379.0,1491.0,8.0,43851043.0
Africa,Algeria,2020-08-31,44146.0,364.0,1501.0,10.0,43851043.0
Africa,Algeria,2020-09-01,44494.0,348.0,1510.0,9.0,43851043.0
